     district      |       block        |          cluster          | klpid |                        institution                         
 chitradurga       | holalkere          | ramagiri                  | 13054 | HPS HANUMALI
 chitradurga       | holalkere          | h.d.pura                  | 13049 | HPS G.H.HALLI
 chitradurga       | holalkere          | h.d.pura                  | 13047 | GHPS UPPARIGENAHALLI
 chitradurga       | holalkere          | h.d.pura                  | 13034 | HPS KOLLAL
 chitradurga       | holalkere          | b.durga                   | 13009 | HPS B.DURGA
 kolar             | mulbagal           | mulbagal                  | 17952 | GOVT. DVG (BOYS) HPS
 kolar             | mulbagal           | mulbagal                  | 17951 | GOVT. DVG (GIRLS) HPS
 chitradurga       | hosadurga          | madadakere                | 13248 | GHPS D K HALLI
 chitradurga       | chitradurga        | d.s.halli                 | 12041 | GHPS GIRLS
 kolar             | malur              | lakkur                    | 17534 | GHPS H HOSAKOTE
 chitradurga       | hosadurga          | madadakere                | 13262 | GHPS SHIRANKATTE
 chitradurga       | chitradurga        | d.s.halli                 | 12042 | GHPS DS HALLI K HATTY
 chitradurga       | holalkere          | b.durga                   | 13007 | HPS CHIKKANDAVADI
 chitradurga       | holalkere          | talya                     | 13002 | HPS GHATTEHOSAHALLI
 kolar             | kolar              | huthur                    | 17352 | GHPS HUTHUR
 kolar             | kolar              | huthur                    | 17363 | GHPS VITTAPANAHALLI
 kolar             | kolar              | joohalli (urdu-1)         | 17411 | GUHPS BETTA BENAJANAHALLI
 kolar             | malur              | anepura                   | 17791 | GHPS CHAMBE
 gulbarga          | afzalpur           | atnoor                    | 13915 | GOVT HPS BHOGANALLI
 gulbarga          | afzalpur           | atnoor                    | 13917 | GOVT HPS CHINCHOLI
 gulbarga          | afzalpur           | atnoor                    | 13921 | GOVT HPS MALLABAD
 gulbarga          | afzalpur           | revoor (b)                | 13912 | GOVT HPS BADADAL
 gulbarga          | afzalpur           | urdu chinamagera          | 13916 | GOVT URDU HPS BHOGANALLI
 gulbarga          | chincholi          | salagar basantpur         | 13936 | GOVT HPS BENAKPALLI
 gulbarga          | chittapur          | madabola                  | 14388 | GHPS MUGATA
 gulbarga          | chittapur          | ravoor                    | 14382 | GOVT HPS INGALAGI
 koppal            | yelburga           | gunnal                    | 20517 | GHPS HIREWADDARKAL
 koppal            | yelburga           | gunnal                    | 20524 | GHPS TIPPANHAL
 koppal            | yelburga           | hirearalihalli            | 20484 | GHPS HIREHARALIHALLI
 koppal            | yelburga           | hirearalihalli            | 20494 | GHPS LINGANABANDI
 koppal            | yelburga           | mangalur                  | 20527 | GHPS BUDAGUMPI
 koppal            | yelburga           | talakere                  | 20514 | GHPS GANADAL
 koppal            | yelburga           | talakere                  | 20521 | GHPS TALAKERI
 koppal            | yelburga           | vajrabandi                | 20497 | GHPS DAMMUR
 koppal            | yelburga           | vajrabandi                | 20502 | GHPS KONASAGAR
 koppal            | yelburga           | vajrabandi                | 20509 | GHPS MADLOOR
 raichur           | devadurga          | jalahalli                 | 23572 | GHPS BOYS JALAHALLI
 raichur           | devadurga          | jalahalli west            | 23568 | GHPS  CHINCHODI
 raichur           | lingasugur         | nagalapur                 | 23858 | GHPS NAGALAPUR
 raichur           | raichur            | bijanigera                | 24455 | GHPS BIJANAGERA
 raichur           | raichur            | bijanigera                | 24460 | GHPS LINGANAKHANADODDI
 raichur           | raichur            | jalibenchi                | 24365 | GHPS UDUMAGAL KANAPUR
 raichur           | raichur            | matamari                  | 24354 | GHPS HEERAPUR
 raichur           | raichur            | matamari                  | 24355 | GMHPS MATAMARI
 raichur           | raichur            | matamari                  | 24364 | GHPS TURUKUNADONA
 raichur           | raichur            | raichur east              | 24420 | GMHPS GAJAGARAPET RCR.
 raichur           | raichur            | raichur south             | 24366 | GHPS HOSUR
 raichur           | raichur            | raichur south             | 24417 | GHPS EKALASPUR
 raichur           | raichur            | raichur south             | 24427 | GMHPS ASKIHAL
 raichur           | raichur            | sagamkunta                | 24437 | GHPS DONGARAMPUR
 raichur           | raichur            | tuntapur                  | 24457 | GHPS DEVANAPALLI
 raichur           | sindhanur          | 7 mile camp               | 24554 | GHPS  ARALIHALLI
 raichur           | sindhanur          | balaganur                 | 24506 | GHPS BALAGANUR
 raichur           | sindhanur          | bappur                    | 24567 | GHPS HAMPANAL
 raichur           | sindhanur          | gorebal                   | 24530 | GHPS CHANNALLI
 raichur           | sindhanur          | gorebal                   | 24532 | GHPS GOREBALCAMP
 raichur           | sindhanur          | gorebal                   | 24533 | GMHPS GOREBAL
 raichur           | sindhanur          | goudanbhavi               | 24523 | GHPS SULTHANPUR
 raichur           | sindhanur          | goudanbhavi               | 24525 | GHPS UDBAL U
 raichur           | sindhanur          | kolbala                   | 24571 | GHPS KOLABAL
 yadagiri          | shahapur           | gogi                      | 24981 | GHPS HOSAKERA
 yadagiri          | shahapur           | halisagar ( north )       | 25013 | GHPS FILTERBED SHAHAPUR
 yadagiri          | shahapur           | wanadurga                 | 24980 | GHPS CHENNUR ( K )
 yadagiri          | yadgir             | anapur                    | 25748 | GOVT HPS NASALWAI
 kolar             | kolar              | kodikannur                | 17372 | GHPS KAMADENAHALLI
 kolar             | kolar              | kodikannur                | 17385 | GHPS Marjenahalli
 kolar             | kolar              | kodikannur                | 17384 | GHPS YALAVARA
 kolar             | kolar              | kodikannur                | 17382 | GHPS VARADENAHALLI
 chitradurga       | hosadurga          | madadakere                | 13257 | GHPS RANGAVANAHALLI 
 chitradurga       | holalkere          | echagatta                 | 12977 | HPS ECHAGATTA
 chitradurga       | holalkere          | echagatta                 | 12967 | HPS KASHIPURA
 chitradurga       | holalkere          | n.g.halli                 | 12956 | HPS GANGASAMUDRA
 chitradurga       | chitradurga        | chikkagondanahalli        | 11924 | GHPS TAMATAKALLU
 chitradurga       | chitradurga        | chikkagondanahalli        | 11917 | HPS MADANAYAKANAHALLY
 chitradurga       | chitradurga        | chikkagondanahalli        | 11910 | HPS SULTHANAPURA
 kolar             | srinivasapur       | yeldur                    | 18325 | GHPS LAKSHMISAGARA
 kolar             | srinivasapur       | yeldur                    | 18330 | GHPS SHEGEHALLI
 kolar             | srinivasapur       | yeldur                    | 18332 | GHPS SETTIHALLI
 chitradurga       | hosadurga          | janakal                   | 13274 | GHPS DODDAGATTA
 chitradurga       | hosadurga          | baguru                    | 13231 | GHPS BAGUR
 chitradurga       | hosadurga          | baguru                    | 13243 | GHPS CHIKKAIAHGATTI
 chitradurga       | hosadurga          | madadakere                | 13265 | GHPS LAKKHILLI
 chitradurga       | hosadurga          | janakal                   | 13280 | GMHPS JANAKAL
 chitradurga       | challakere         | talaku                    | 12282 | HPS NERALAGUNTE
 chitradurga       | challakere         | talaku                    | 12283 | HPS N.KURUBARAHATTY
 chitradurga       | challakere         | talaku                    | 12290 | HPS VARAVU
 chitradurga       | challakere         | talaku                    | 12293 | HPS MANNEKOTE
 chitradurga       | challakere         | talaku                    | 12295 | HPS HOSAHALLY
 chitradurga       | challakere         | talaku                    | 12298 | HPS VENKANNAYABADAVANE
 chitradurga       | challakere         | talaku                    | 12301 | HPS THALAK
 chitradurga       | challakere         | talaku                    | 12304 | HPS GIRIYAMMANAHALLY
 chitradurga       | challakere         | talaku                    | 12305 | HPS CHIKKAMMANAHALLY
 chitradurga       | challakere         | renukapura                | 12308 | HPS RENUKAPURA
 chitradurga       | challakere         | renukapura                | 12314 | HPS DODDAULLARTHY
 kolar             | kolar              | p.c. halli                | 17490 | GHPS GADDEKANNUR
 kolar             | kolar              | p.c. halli                | 17492 | GHPS HONNENAHALLI
 kolar             | kolar              | abbani                    | 17512 | GHPS NENDAMBALLI
 kolar             | kolar              | abbani                    | 17516 | GHPS SHAPURA
 kolar             | malur              | lakkur                    | 17523 | GHPS BARAGURU
 kolar             | malur              | lakkur                    | 17535 | GHPS YATHAKODI
 kolar             | srinivasapur       | yeldur                    | 18337 | GHPS YADARUR
 kolar             | srinivasapur       | yeldur                    | 18340 | GMHPS YELDURU
 kolar             | kolar              | harathi                   | 17514 | GHPS PATNA
 chitradurga       | chitradurga        | d.s.halli                 | 12040 | GHPS D.S.HALLI
 kolar             | srinivasapur       | nambihalli                | 18346 | GHPS CHIRUVANAHALLI
 kolar             | srinivasapur       | nambihalli                | 18350 | GUHPS HEBBATTA
 kolar             | srinivasapur       | nambihalli                | 18355 | GHPS NAMBIHALLI
 chitradurga       | hosadurga          | baguru                    | 13247 | GHPS SRIRANGAPURA
 chitradurga       | molakalmur         | tammenahalli              | 13518 | GHPS KONAPURA
 chitradurga       | molakalmur         | tammenahalli              | 13519 | GHPS BOMMAKKANAHALLI
 chitradurga       | molakalmur         | tammenahalli              | 13521 | GHPS MURUDI
 chitradurga       | hosadurga          | janakal                   | 13284 | GHPS DEVARAHATTI
 kolar             | malur              | k.g. halli                | 17795 | GHPS HUNASIKOTE
 kolar             | malur              | chikkakunthuru            | 17657 | GHPS KODUR
 kolar             | malur              | chikkakunthuru            | 17662 | GHPS NIDARAMANGALA
 kolar             | malur              | malur                     | 17672 | GOVT. MODEL BOYS HPS MALUR
 kolar             | malur              | malur                     | 17673 | GOVT. MODEL GIRLS HPS
 kolar             | malur              | malur                     | 17674 | UHPS MALUR
 kolar             | malur              | malur                     | 17682 | GHPS HURALAGERE
 kolar             | malur              | malur                     | 17687 | GHPS NOSAGERE
 chikkaballapura   | chikkaballapur     | nayanahalli               | 10602 | GHPS HOSAHUDYA
 chikkaballapura   | chikkaballapur     | poshettihalli             | 10631 | GHPS MUSTOOR
 chikkaballapura   | chikkaballapur     | dibbur                    | 10638 | GHPS ANGAREKANAHALLI
 chikkaballapura   | chikkaballapur     | dibbur                    | 10647 | GHPS GANGAREKALUVE
 chikkaballapura   | chikkaballapur     | dibbur                    | 10655 | GHPS KATHRIGUPPE
 chikkaballapura   | chintamani         | yagavakote                | 10817 | GHPS DEVAPALLI
 gulbarga          | aland              | duttargaon                | 13597 | GOVT HPS LAD CHINCHOLI
 gulbarga          | aland              | koralli                   | 13592 | GOVT HPS KORAHALLI
 gulbarga          | aland              | savaleshwar               | 13608 | GOVT HPS AMBEWAD
 gulbarga          | chincholi          | chincholi urdu            | 14112 | GOVT HPS KONCHAWARAM URDU
 gulbarga          | chincholi          | kodli                     | 14080 | GOVT HPS KODLI
 gulbarga          | chincholi          | kodli                     | 14086 | GOVT HPS KORAVI
 gulbarga          | chincholi          | ratkal                    | 14076 | GOVT HPS HALACHERA
 gulbarga          | chincholi          | shadipur                  | 14119 | GOVT HPS SHADIPUR
 gulbarga          | chittapur          | arankal                   | 14342 | GOVT HPS ARANAKAL
 gulbarga          | chittapur          | ravoor                    | 14389 | GOVT MPS RAVOOR
 gulbarga          | chittapur          | reveggi                   | 14353 | GOVT HPS KANDAGUL
 gulbarga          | chittapur          | shahabad                  | 14368 | GOVT HPS GUNJ SHAHABAD
 gulbarga          | chittapur          | shahabad                  | 14370 | GOVT HPS RAMBHAV FILE SHAHABAD
 gulbarga          | chittapur          | wadi                      | 14396 | GOVT HPS GIRLS WADI
 gulbarga          | chittapur          | wadi urdu                 | 14363 | GOVT HPS URDU HONAGUNTA
 raichur           | raichur            | raichur east              | 24478 | GMHPS NETAJINAGAR RAICHUR
 raichur           | raichur            | raichur urdu              | 24474 | GGHPS FOURT
